Scan,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,Serial,Target
queen 139047 b,0.3723253,0.3763326,0.3748958,0.3742573,0.3727183,0.3742185,0.3754911,0.3751811,0.3770415,0.3791619,0.3822794,0.3828146,0.3862398,0.3875133,0.3920175,0.3955449,0.3984113,0.3997502,0.4011733,0.4032686,0.4038947,0.4038417,0.4048828,0.4051323,0.4042087,0.4031074,0.4029807,0.4008566,0.400591,0.3983147,0.3967604,0.3958766,0.3934802,0.3927196,0.3911127,0.3894802,0.3880223,0.3869918,0.3869681,0.3861352,0.3840768,0.3834057,0.3829474,0.3820436,0.3813387,0.3811163,0.3804749,0.3801792,0.3795435,0.3799529,0.3799523,0.3798735,0.3799761,0.3797975,0.3809409,0.3825195,0.382999,0.3848695,0.3870698,0.3913843,0.3974386,0.4060726,0.4167084,0.4237365,0.4295629,0.4362289,0.4410006,0.4469076,0.4526923,0.4571695,0.4634519,0.4697115,0.4754206,0.4788177,0.4772181,0.4735821,0.4713987,0.4687086,0.4672593,0.4648281,0.4619575,0.4590905,0.4561964,0.4538028,0.4509602,0.4478993,0.445935,0.4437219,0.4425,0.441448,0.4394841,0.437997,0.4365013,0.4359455,0.4352084,0.4343166,0.4336704,0.4333771,0.4326789,0.4330935,0.4338711,0.4348162,0.4348459,0.4369308,0.439712,0.4420783,0.4452482,0.4487021,0.4562054,0.4616422,0.4681338,0.4759614,0.4846236,0.4935586,0.5041154,0.5149058,0.5259256,0.5379593,0.5500368,0.5624454,0.5782711,0.588518,0.5984714,0.6101603,0.6235766,0.6432753,0.6689189,0.7012061,0.7432699,0.800649,0.8678396,0.9799983,1.070499,1.171745,1.279267,1.384013,1.481319,1.591587,1.684097,1.777541,1.838957,1.917689,2.00745,2.020021,2.085541,2.175551,2.172167,2.256075,2.211382,2.211778,2.211958,2.269571,2.250396,2.205998,2.20901,2.164219,2.102908,2.114182,2.07343,2.046209,1.977966,1.936705,1.893427,1.847413,1.805573,1.760458,1.696604,1.659918,1.61939,1.591743,1.548807,1.521003,1.492048,1.464657,1.428908,1.411846,1.386802,1.370609,1.343233,1.325301,1.298507,1.287615,1.26915,1.252261,1.236012,1.218997,1.205585,1.187024,1.165085,1.146799,1.132891,1.117584,1.099918,1.086456,1.075153,1.060834,1.044087,1.032611,1.024684,1.012884,0.9991838,0.9824892,0.9725266,0.9616681,0.9492022,0.9382848,0.9287276,0.9209435,0.9148654,0.9095325,0.9054198,0.8894581,0.8868607,0.8796379,0.8813755,0.8777125,0.8842661,0.8923671,0.9067811,0.9317539,0.9541793,0.9744614,1.018405,1.034873,1.043144,1.065817,1.080533,1.018307,716R007,Queen_Flavouring_Extract_139047
queen 139047 b,0.3723356,0.3740942,0.3725102,0.3754305,0.3738257,0.3754797,0.3736713,0.3744331,0.3768699,0.3781298,0.3803413,0.3820809,0.3840235,0.3885066,0.3911773,0.3955417,0.397839,0.3982553,0.4018985,0.4024709,0.4020013,0.4028543,0.4029195,0.4036992,0.404113,0.4030842,0.4012468,0.4005021,0.3986646,0.3988127,0.395313,0.3948528,0.3937436,0.3917733,0.3898055,0.3897562,0.3869303,0.3866417,0.3859028,0.384235,0.3837202,0.3817448,0.3819783,0.3814617,0.3813433,0.3805756,0.3795338,0.3797492,0.3790998,0.3791508,0.3795501,0.3800995,0.3801056,0.3794099,0.3803541,0.3815134,0.3816636,0.3833758,0.3866625,0.390528,0.3972997,0.4053721,0.416619,0.4231659,0.4291813,0.4351235,0.4409804,0.4469687,0.4521937,0.4558573,0.4637998,0.4687839,0.4745413,0.4776218,0.4765294,0.4742205,0.470571,0.4682464,0.4660078,0.465051,0.4620036,0.4594128,0.4563244,0.4526521,0.4500079,0.4467047,0.4450273,0.4438529,0.4420787,0.4406725,0.4384597,0.4376176,0.4365581,0.4350546,0.4349305,0.4338145,0.4332452,0.4325543,0.4324273,0.4322481,0.4331289,0.4337187,0.4354614,0.4367676,0.4387218,0.4418958,0.4447921,0.4488657,0.4550451,0.4610684,0.4672283,0.4752511,0.4845285,0.4933847,0.5043852,0.5145503,0.5261707,0.5377492,0.5495475,0.5616028,0.5774973,0.5877364,0.5973039,0.610638,0.6244346,0.6431103,0.6693209,0.7011703,0.7431369,0.798214,0.8669432,0.9781979,1.07232,1.172098,1.274244,1.386179,1.487572,1.591587,1.67403,1.750243,1.844624,1.897741,1.978185,2.032624,2.119602,2.127314,2.137503,2.197424,2.205177,2.262198,2.239901,2.207393,2.234139,2.201484,2.178549,2.178526,2.130142,2.088793,2.044722,2.025236,1.958625,1.932234,1.89683,1.845255,1.777534,1.747705,1.686677,1.651872,1.616267,1.572929,1.544608,1.523985,1.493636,1.454906,1.431013,1.405023,1.386152,1.365284,1.334249,1.316165,1.303077,1.283243,1.267592,1.247291,1.228947,1.223173,1.202776,1.18181,1.165174,1.145035,1.126756,1.114658,1.098463,1.082258,1.068246,1.054399,1.042694,1.029874,1.0206,1.01045,0.999847,0.9773113,0.9709146,0.955185,0.9484858,0.9337766,0.930587,0.917255,0.9104661,0.9060823,0.8976716,0.8936926,0.8848268,0.8846301,0.8784921,0.8752605,0.8768377,0.8831161,0.896594,0.9293675,0.9472283,0.9566268,0.9793949,0.9830537,1.007697,1.040025,0.9766689,1.019957,716R007,Queen_Flavouring_Extract_139047
queen 139047 b,0.3751673,0.3753559,0.3723226,0.3750471,0.3738615,0.3737137,0.3746754,0.3744546,0.3750791,0.378995,0.3812044,0.3824417,0.3854157,0.3873585,0.3917047,0.3963363,0.3976474,0.3998853,0.4014604,0.4032187,0.4043483,0.403389,0.4034627,0.4049344,0.404263,0.4026474,0.4018376,0.4021134,0.4001112,0.3987389,0.3964614,0.3952106,0.3940801,0.3925871,0.3903978,0.3893054,0.3877435,0.3867559,0.3869077,0.3852739,0.3839389,0.3832899,0.3822151,0.3831561,0.3813456,0.3801527,0.380484,0.3798174,0.3796432,0.3802936,0.3791865,0.3804488,0.3803802,0.3803751,0.3811955,0.3812009,0.3832365,0.3845748,0.38755,0.3910027,0.3976517,0.4060868,0.4166117,0.4227084,0.4300243,0.4358727,0.4421626,0.4476266,0.4518163,0.4575156,0.463818,0.4696409,0.4748114,0.4779041,0.4766397,0.474218,0.4707196,0.4685237,0.4673957,0.4653139,0.4623486,0.4595142,0.4560508,0.4536882,0.4501855,0.4476684,0.4453607,0.4443138,0.4424376,0.4411349,0.4399793,0.4381458,0.4374948,0.435882,0.4352748,0.4346629,0.4341048,0.4330599,0.4325197,0.4326951,0.4335871,0.4338751,0.4357844,0.4370281,0.4390867,0.4419073,0.4452762,0.4491732,0.4554832,0.461181,0.4676366,0.4752183,0.4840623,0.493738,0.5038788,0.5144113,0.525862,0.5375788,0.5500653,0.5618086,0.5775738,0.5875502,0.5986006,0.6096238,0.6251588,0.6436287,0.6674218,0.699535,0.7428249,0.7993557,0.8673577,0.976244,1.069912,1.170425,1.276212,1.378807,1.483064,1.590441,1.682147,1.764728,1.84411,1.914208,1.967941,2.056398,2.086211,2.118887,2.182628,2.17368,2.218887,2.223564,2.232432,2.251751,2.24059,2.212357,2.20742,2.147321,2.136037,2.122601,2.06631,2.017788,1.992285,1.940172,1.893576,1.842349,1.800657,1.761581,1.701126,1.659706,1.628781,1.591979,1.562269,1.523506,1.500529,1.461355,1.446181,1.416244,1.389057,1.36591,1.341617,1.326256,1.307093,1.286297,1.269617,1.249776,1.239736,1.221745,1.203724,1.187482,1.169773,1.149132,1.134034,1.11598,1.10196,1.08504,1.069899,1.061583,1.047994,1.035308,1.023733,1.010956,0.9943582,0.9806932,0.9696093,0.9615896,0.9504137,0.938431,0.9327399,0.9189641,0.9121439,0.906177,0.9025485,0.895983,0.8941435,0.8821836,0.8848234,0.8844761,0.8875999,0.8922043,0.9096916,0.9367088,0.9482639,1.01789,0.9913775,1.005377,1.045248,1.065564,1.046964,1.039002,716R007,Queen_Flavouring_Extract_139047
queen 139047 b,0.3770376,0.3743536,0.3737056,0.3731827,0.3731824,0.3725425,0.3748122,0.3755691,0.3769924,0.3793018,0.3813176,0.3820652,0.3858832,0.3896577,0.392883,0.3965295,0.3981159,0.3995154,0.4024369,0.4035209,0.404226,0.4038123,0.4050673,0.404596,0.4044337,0.4038176,0.4027062,0.4018269,0.3994764,0.3993087,0.3964665,0.3954754,0.3940826,0.3931172,0.3912618,0.3893473,0.3885852,0.3867681,0.3871351,0.3855664,0.3840388,0.3836232,0.3827266,0.3824444,0.3824741,0.3808355,0.3810973,0.3797219,0.3801056,0.380341,0.3802783,0.3811796,0.3802886,0.3811746,0.3818482,0.3819134,0.3834989,0.3848875,0.3861676,0.3910667,0.3978371,0.4052802,0.4161629,0.4232344,0.4296175,0.4352787,0.4407732,0.4466401,0.452299,0.4571927,0.4635297,0.4695493,0.4750818,0.4783725,0.4768761,0.4742306,0.4707171,0.4696099,0.4680158,0.4654337,0.4629589,0.4596788,0.456735,0.4541877,0.4510641,0.448215,0.446101,0.4447533,0.4436272,0.4420728,0.4405981,0.4388891,0.4373478,0.436417,0.4356588,0.4344924,0.4338884,0.4338385,0.4333369,0.4328459,0.4336375,0.4345428,0.435569,0.4371403,0.4398076,0.4421885,0.4453899,0.4491103,0.4555798,0.4611273,0.4677898,0.4761638,0.4841115,0.4938134,0.5037944,0.5145184,0.5256749,0.5375947,0.5493214,0.5609903,0.5766814,0.586298,0.5970188,0.6076614,0.6228133,0.6404579,0.6655582,0.6978049,0.7381901,0.7914745,0.8597592,0.9674035,1.062115,1.158566,1.25945,1.358945,1.47108,1.571568,1.660167,1.741839,1.828831,1.902851,1.970508,2.024656,2.074078,2.136993,2.142385,2.204886,2.205471,2.21377,2.238312,2.225602,2.257538,2.235271,2.213713,2.152735,2.16623,2.0822,2.06631,2.04586,1.993153,1.924492,1.88719,1.842438,1.799437,1.76463,1.721149,1.673033,1.633654,1.598643,1.56264,1.527311,1.506513,1.470779,1.445178,1.420893,1.40762,1.38004,1.35408,1.328011,1.313415,1.295667,1.276031,1.260731,1.245054,1.226737,1.212744,1.193867,1.17823,1.155204,1.140486,1.128337,1.106783,1.098418,1.07873,1.065802,1.049668,1.041883,1.023461,1.015423,1.005714,0.9902598,0.9754411,0.9674754,0.9567392,0.9477314,0.9364669,0.9269133,0.9230267,0.913999,0.9059372,0.8986665,0.8959358,0.8919957,0.8892118,0.8906599,0.8909596,0.9013205,0.9174149,0.9346846,0.9765087,0.9823114,0.9978616,1.015932,1.050339,1.056181,1.002406,1.034628,716R007,Queen_Flavouring_Extract_139047
taylor colledge 574077,0.3270659,0.3336968,0.3296734,0.3303242,0.3300364,0.3331818,0.3307092,0.3305857,0.3342243,0.337862,0.3391284,0.3415668,0.3439725,0.3477992,0.3516701,0.3547459,0.3579384,0.3608547,0.3630347,0.3641563,0.3652161,0.3657514,0.3654685,0.3667645,0.366446,0.3661353,0.3654385,0.3646581,0.363053,0.3626569,0.3608588,0.3600932,0.3577836,0.3573431,0.3564124,0.3541714,0.3534965,0.3524093,0.3518969,0.3510782,0.3492687,0.3486153,0.3483205,0.3477826,0.3477536,0.3470231,0.3470494,0.3469784,0.347212,0.3463585,0.3476608,0.3474534,0.3472552,0.3469951,0.3483216,0.3485274,0.3497716,0.3507266,0.3544545,0.3584186,0.3653782,0.3733837,0.3826617,0.390475,0.396832,0.4029437,0.409124,0.4141882,0.4203934,0.4257799,0.4319009,0.4384161,0.444445,0.4488507,0.4459139,0.4435806,0.4411396,0.4378054,0.43707,0.4348319,0.4321695,0.4295474,0.4272045,0.4239857,0.4211259,0.4181139,0.4158739,0.4135849,0.4125789,0.4107188,0.4096361,0.4089726,0.4075563,0.4072907,0.4053432,0.4049636,0.404509,0.403731,0.4036467,0.4037301,0.4038383,0.4053289,0.406477,0.4078068,0.4106225,0.4129801,0.4160818,0.4198424,0.426706,0.4315089,0.4390654,0.4465997,0.4541267,0.4636483,0.4742543,0.4855897,0.4955325,0.5076351,0.5192894,0.531616,0.546334,0.5578656,0.5679708,0.5792027,0.5934107,0.6122419,0.6352949,0.666607,0.7079886,0.7624187,0.8294539,0.9364177,1.027694,1.122516,1.222923,1.326357,1.426853,1.529448,1.625572,1.708663,1.794648,1.856665,1.947915,2.013278,2.059036,2.090307,2.161411,2.139858,2.176015,2.219779,2.196863,2.201076,2.173403,2.201835,2.19523,2.171195,2.129618,2.08158,2.033341,1.996749,1.947404,1.919186,1.87358,1.80582,1.759766,1.72898,1.675776,1.638011,1.59587,1.563972,1.524919,1.498516,1.466284,1.441969,1.41862,1.390734,1.367906,1.348682,1.323665,1.29862,1.282992,1.272964,1.250186,1.230848,1.219639,1.202634,1.182007,1.165657,1.149181,1.130473,1.114464,1.099782,1.083264,1.070703,1.055786,1.038513,1.026812,1.018575,1.004765,0.992013,0.9847912,0.9666858,0.9539632,0.9440802,0.9293605,0.9201771,0.910902,0.9059804,0.8942778,0.8878601,0.8815671,0.8778896,0.8696378,0.8620844,0.865525,0.865245,0.8694124,0.8660706,0.8922074,0.9172731,0.9507989,0.9727477,1.006837,1.038292,1.052288,1.027457,1.040283,1.032968,716R007,Taylor_Colledge_Vanilla_Extract_574077
taylor colledge 574077,0.3304738,0.3322778,0.3301441,0.3284262,0.3311695,0.3315796,0.3301041,0.3316198,0.3349824,0.3354468,0.3382222,0.3418053,0.3429003,0.3473929,0.3516732,0.3537621,0.3579965,0.359796,0.3619477,0.3634699,0.3641221,0.3656394,0.3651569,0.3667074,0.366186,0.3651355,0.3644589,0.3643914,0.36278,0.3622558,0.3607659,0.3593751,0.3574403,0.3579063,0.3551506,0.3540288,0.3533142,0.3524898,0.351472,0.3493445,0.3491287,0.348933,0.3480005,0.3470596,0.3472055,0.3462644,0.3458896,0.3458847,0.3462829,0.3453571,0.3473366,0.3471265,0.3471995,0.3471271,0.3474193,0.3486904,0.3500014,0.3507723,0.3541765,0.3583869,0.3652003,0.3722041,0.3825304,0.3907216,0.3966348,0.4026102,0.408353,0.41355,0.418938,0.4258589,0.4315349,0.4382633,0.4430109,0.4471336,0.4463435,0.4426613,0.4400911,0.4383343,0.4370878,0.4344741,0.4322701,0.4292791,0.4265472,0.4229503,0.4205748,0.4170522,0.4151633,0.4130387,0.4123591,0.4109615,0.409471,0.4073747,0.4070913,0.4063992,0.4048432,0.4047968,0.4039723,0.4037391,0.4038908,0.4034096,0.4043292,0.4049099,0.4059836,0.4081234,0.4097271,0.4125071,0.4155513,0.419787,0.4262385,0.4319724,0.4380127,0.4459656,0.454197,0.4632749,0.4736454,0.4841521,0.4960558,0.5074399,0.5185026,0.5310448,0.546895,0.5569949,0.5676095,0.5783688,0.5943308,0.6123328,0.63513,0.6682846,0.7074829,0.7607338,0.8287876,0.9366997,1.024446,1.11974,1.222933,1.329401,1.424838,1.523486,1.623106,1.706173,1.784424,1.851086,1.922593,1.990346,2.042411,2.085839,2.126303,2.145087,2.155812,2.164391,2.191159,2.214534,2.225055,2.196711,2.154983,2.120113,2.127707,2.094319,2.024097,1.989366,1.948798,1.90455,1.844573,1.820261,1.759729,1.717626,1.672112,1.628143,1.592041,1.554657,1.524557,1.49901,1.466727,1.434107,1.413731,1.388541,1.361721,1.347678,1.320207,1.299305,1.280684,1.262225,1.247567,1.235841,1.217839,1.196127,1.180063,1.168945,1.150679,1.128924,1.112065,1.098017,1.082481,1.063123,1.053737,1.041884,1.026822,1.010687,0.998894,0.986386,0.9781467,0.9629862,0.9499917,0.9377047,0.92704,0.9169872,0.9079887,0.8996799,0.8948215,0.8885519,0.8814742,0.8747562,0.8683197,0.8601338,0.865315,0.8625708,0.8668693,0.8759036,0.8943727,0.9131513,0.9612277,0.9717111,0.9956591,1.009422,1.016317,1.006715,1.016955,1.0074,716R007,Taylor_Colledge_Vanilla_Extract_574077
taylor colledge 574077,0.3279943,0.3297869,0.3298817,0.3305899,0.3291708,0.3315618,0.3315673,0.3314934,0.3319798,0.3350889,0.3387642,0.3406035,0.342991,0.3478824,0.3516854,0.3535638,0.3579052,0.3601807,0.3611349,0.3638054,0.3653571,0.3661776,0.3660277,0.366736,0.3667699,0.3654058,0.3648688,0.3646908,0.3620087,0.3625916,0.3605289,0.3599309,0.357975,0.3561914,0.354941,0.3547669,0.3532534,0.3528949,0.3501424,0.3505944,0.34933,0.3487937,0.3478385,0.3468368,0.347327,0.3464486,0.3471698,0.3463147,0.3464711,0.3463939,0.3458122,0.3468247,0.3473873,0.347684,0.3478166,0.3484408,0.3497758,0.3502953,0.3537796,0.3584544,0.3646521,0.3725526,0.3828576,0.3905677,0.3960897,0.4016021,0.4087172,0.4139644,0.4197042,0.42453,0.4321707,0.4374154,0.4436142,0.4469686,0.4462193,0.4428253,0.4404319,0.4383049,0.4359086,0.4346115,0.4318635,0.4290297,0.4259728,0.4224606,0.4208798,0.4175099,0.4153624,0.4137067,0.4119743,0.4106152,0.4093868,0.4086102,0.4071682,0.4063604,0.4060258,0.4051073,0.4041407,0.4037988,0.4036148,0.4032928,0.4046093,0.4046742,0.4063274,0.4084894,0.4096827,0.4124001,0.4160434,0.4198917,0.4258646,0.4321369,0.4380618,0.4455895,0.4549681,0.4638702,0.4744369,0.4846675,0.4953713,0.5069228,0.5193254,0.5312416,0.5471503,0.5571885,0.5669324,0.5788571,0.5929388,0.6114252,0.6346082,0.6662086,0.7084339,0.7607927,0.8280169,0.9352707,1.023301,1.123976,1.220562,1.330025,1.425146,1.525771,1.610783,1.701636,1.780467,1.856709,1.922797,1.985135,2.040001,2.054343,2.129566,2.135603,2.154423,2.183717,2.189275,2.164369,2.193961,2.172144,2.148465,2.144732,2.08481,2.06329,2.009284,1.987479,1.950532,1.90142,1.871402,1.812897,1.773087,1.728876,1.66854,1.633544,1.5954,1.556678,1.526594,1.49291,1.46542,1.439957,1.414588,1.388159,1.370627,1.341384,1.319311,1.303035,1.287014,1.268425,1.254279,1.233717,1.215584,1.201043,1.185668,1.16817,1.149473,1.134683,1.10859,1.097223,1.085323,1.068415,1.057767,1.041093,1.025998,1.017802,1.005456,0.9925389,0.9784771,0.9615088,0.9482042,0.9428362,0.92772,0.9190291,0.907183,0.90682,0.8955995,0.8853741,0.8777372,0.8757781,0.8653527,0.8628453,0.8632063,0.8632712,0.8666965,0.8753363,0.89315,0.9234951,0.9388471,0.9762025,0.9871452,1.01242,1.050433,0.9924669,1.006321,0.9842402,716R007,Taylor_Colledge_Vanilla_Extract_574077
taylor colledge 574077,0.3265097,0.3308718,0.3315516,0.331791,0.3295001,0.3315618,0.3302593,0.3314497,0.3340825,0.3354305,0.3368455,0.3414743,0.3430178,0.3476744,0.3503061,0.3539779,0.358193,0.3608547,0.3623054,0.3638811,0.3648503,0.365839,0.365802,0.3653692,0.3662451,0.3656833,0.3654127,0.3641624,0.363859,0.3627969,0.3609634,0.359968,0.3579058,0.3575155,0.3559944,0.3546899,0.3538253,0.3528971,0.3514875,0.3500208,0.3494088,0.3483826,0.3484135,0.3482229,0.3476085,0.3466372,0.346446,0.3464994,0.3463979,0.3470913,0.3469918,0.3464632,0.3467521,0.3470755,0.3487012,0.3490497,0.3496123,0.3503015,0.3541075,0.3583152,0.3652475,0.3727837,0.3825103,0.3906967,0.396069,0.4021382,0.4094982,0.4152736,0.419092,0.4248451,0.4315109,0.4379336,0.4438868,0.4469152,0.446783,0.4435336,0.4400152,0.4384474,0.4366633,0.4354128,0.4328615,0.4297026,0.4267114,0.4235491,0.4210334,0.4179048,0.4156576,0.4133911,0.4117258,0.4110705,0.409868,0.4085912,0.4072246,0.4064835,0.4060124,0.4055918,0.4043895,0.4041459,0.4040153,0.4037222,0.405065,0.4052249,0.4063767,0.408271,0.4098282,0.4128453,0.4154502,0.4197901,0.426341,0.4315762,0.4383137,0.4461393,0.4547355,0.4629584,0.4741775,0.4844979,0.4954465,0.5065938,0.5199316,0.5314756,0.5468017,0.5570823,0.5668577,0.5783227,0.592042,0.6108577,0.6347424,0.6659669,0.7062182,0.7601115,0.8278185,0.9331723,1.023275,1.119732,1.21673,1.3219,1.426039,1.521091,1.615867,1.697115,1.778264,1.862407,1.921777,1.991718,2.037538,2.097247,2.09647,2.162399,2.173381,2.212085,2.188617,2.202432,2.229995,2.184955,2.154283,2.148873,2.105887,2.060505,2.040867,2.007682,1.947182,1.893542,1.859202,1.82348,1.768802,1.730786,1.682003,1.630217,1.590358,1.560699,1.532554,1.506026,1.478376,1.447362,1.422875,1.390734,1.373841,1.35354,1.325397,1.304678,1.288147,1.273701,1.250506,1.239143,1.217653,1.205437,1.186562,1.171804,1.157085,1.13131,1.117715,1.101183,1.087553,1.072382,1.056931,1.044761,1.030617,1.021174,1.004905,0.9929902,0.9809574,0.9656883,0.9545947,0.9455864,0.9342333,0.9236396,0.9141837,0.9067647,0.8938122,0.8887449,0.8857597,0.8788463,0.8735515,0.8667935,0.8659602,0.8684591,0.865144,0.8716782,0.8890347,0.9137329,0.9526604,0.9799072,0.9926905,0.9907003,0.9878792,1.011379,1.012644,1.012335,716R007,Taylor_Colledge_Vanilla_Extract_574077
taylor colledge 574077,0.3279014,0.3320515,0.3301287,0.3295282,0.3308455,0.3306271,0.3324648,0.3323689,0.3333171,0.336143,0.3375295,0.3403763,0.3450002,0.3471531,0.3515204,0.3536455,0.3588914,0.3602956,0.3631568,0.3639922,0.3648454,0.3651408,0.3666982,0.3664266,0.3665594,0.3649547,0.365075,0.3640922,0.3632047,0.3622698,0.3613774,0.3599958,0.3580465,0.357311,0.3562593,0.3547556,0.3532849,0.3517546,0.3519191,0.3503892,0.349168,0.3492247,0.3484006,0.3476559,0.3482512,0.3468683,0.346984,0.346762,0.3467639,0.3464729,0.346554,0.3463145,0.3474244,0.3478553,0.3480536,0.3488556,0.3495771,0.3511563,0.3541785,0.3580747,0.3651274,0.3720343,0.382457,0.3898828,0.3957579,0.402321,0.4078561,0.4141246,0.4199988,0.4254282,0.4314098,0.4378052,0.444506,0.4476825,0.4459401,0.4436205,0.4406369,0.4386171,0.4372234,0.435155,0.4320133,0.4295894,0.4273237,0.4235351,0.4208306,0.4176019,0.4156069,0.4138711,0.4124463,0.4117444,0.4104643,0.4092432,0.4078249,0.4073498,0.4058972,0.4056199,0.4048219,0.4041249,0.4039579,0.4041772,0.4049585,0.4052622,0.4067779,0.4083587,0.410009,0.4130766,0.415959,0.4198347,0.4262742,0.4322608,0.4391241,0.4468011,0.4537638,0.4639837,0.4742492,0.484893,0.4955181,0.5076683,0.5189885,0.531382,0.547126,0.5570678,0.5671843,0.5779492,0.5930186,0.6104528,0.6338948,0.6651276,0.7061757,0.7606993,0.8268636,0.9321373,1.020968,1.117442,1.217793,1.316226,1.422398,1.522145,1.616749,1.700348,1.773745,1.862318,1.916109,1.980336,2.043755,2.078786,2.141941,2.148923,2.172296,2.173085,2.203613,2.223811,2.20731,2.179286,2.176983,2.126406,2.126549,2.073437,2.041826,1.998303,1.966229,1.895424,1.849979,1.811365,1.774996,1.729847,1.668145,1.643682,1.600606,1.567221,1.520177,1.496141,1.471422,1.441412,1.420946,1.402781,1.376446,1.35055,1.328173,1.302344,1.287646,1.271019,1.257349,1.235486,1.222749,1.207902,1.188343,1.170059,1.150277,1.132375,1.121121,1.096936,1.086374,1.076579,1.057645,1.045635,1.032405,1.018945,1.00551,0.9955997,0.9821814,0.9666858,0.9525429,0.9456834,0.9320478,0.923867,0.9127136,0.9070745,0.8950881,0.8892449,0.8840264,0.8785191,0.8754438,0.8697957,0.8668318,0.8658322,0.8674845,0.875949,0.890301,0.9182405,0.9550208,0.9750478,0.9928923,1.001821,1.011313,1.004457,0.9935707,0.9930688,716R007,Taylor_Colledge_Vanilla_Extract_574077
taylor colledge 574077,0.3301,0.3300787,0.3320942,0.3291486,0.3302434,0.3296942,0.3321367,0.3326027,0.3322531,0.3369955,0.3373934,0.3408379,0.3434983,0.3458097,0.3519636,0.3544333,0.3583149,0.3605657,0.3611711,0.3644923,0.3649047,0.3660144,0.3672637,0.366077,0.3666683,0.3663873,0.3662487,0.3643704,0.3635434,0.3620694,0.3614891,0.3603088,0.3583742,0.3576143,0.3555723,0.354844,0.3531702,0.3533182,0.3510076,0.3513988,0.3500377,0.3492835,0.3476808,0.3479866,0.3481422,0.3473074,0.3469692,0.3465204,0.3472078,0.3469496,0.3473096,0.347232,0.3474533,0.3471065,0.348823,0.3492562,0.3497406,0.3511729,0.3543646,0.3586572,0.3649968,0.372751,0.3831249,0.3897902,0.396195,0.4032218,0.4093157,0.4148038,0.4202079,0.4251103,0.4319081,0.4375606,0.4440159,0.4482662,0.4464199,0.442823,0.4406692,0.4380381,0.4373013,0.4352402,0.4321802,0.4292874,0.426849,0.4235532,0.4217882,0.4179048,0.4160358,0.4141835,0.4131899,0.411587,0.410672,0.4093422,0.4074759,0.4070947,0.4059106,0.4055057,0.4050465,0.4037681,0.404485,0.403689,0.40525,0.4060639,0.4066745,0.4081049,0.4100963,0.4136007,0.4159468,0.4195762,0.4267262,0.4321573,0.4388829,0.4465272,0.4544342,0.4638519,0.4742253,0.4845801,0.4960074,0.5071804,0.518754,0.5303108,0.5470713,0.5564209,0.5671971,0.578215,0.591801,0.6104171,0.6337836,0.6656404,0.7066191,0.758594,0.8259512,0.9293035,1.020168,1.116274,1.21661,1.311522,1.421143,1.519334,1.611505,1.701022,1.778777,1.858072,1.921624,1.988562,2.050952,2.090531,2.12973,2.14179,2.207563,2.177544,2.235565,2.250178,2.209279,2.213864,2.173223,2.13104,2.112559,2.095706,2.01511,2.015451,1.966636,1.90893,1.880324,1.820599,1.772097,1.739963,1.672726,1.646181,1.60446,1.562308,1.533475,1.506353,1.482239,1.445635,1.420206,1.394062,1.376155,1.355989,1.330935,1.310593,1.293378,1.276603,1.258651,1.244845,1.225286,1.209557,1.190158,1.175507,1.158387,1.136301,1.117313,1.10498,1.086534,1.076522,1.056131,1.046512,1.031252,1.021788,1.008622,0.997008,0.9861997,0.9672876,0.955882,0.9424508,0.9334892,0.9239755,0.9138784,0.9102172,0.9015803,0.8879621,0.8837927,0.8804981,0.8734352,0.8684573,0.8691397,0.8748738,0.8686209,0.8812955,0.8936775,0.9228653,0.954084,0.9804072,0.9771052,1.0019,1.034927,1.026746,1.059834,1.015353,716R007,Taylor_Colledge_Vanilla_Extract_574077
